Step,Time(s),FR_contact,FL_contact,RR_contact,RL_contact,FR_force(N),FL_force(N),RR_force(N),RL_force(N)
391,7.82,0,0,0,0,0.0,0.0,0.0,0.0
392,7.84,0,0,0,0,0.0,0.0,0.0,0.0
393,7.86,0,0,0,0,0.0,0.0,0.0,0.0
394,7.88,0,0,0,0,0.0,0.0,0.0,0.0
395,7.9,1,0,0,0,14.555902481079102,0.0,0.0,0.0
396,7.92,0,0,0,0,0.0,0.0,0.0,0.0
397,7.94,0,0,0,1,0.0,0.0,0.0,38.21204376220703
398,7.96,0,1,0,0,0.0,152.08267211914062,0.0,0.0
399,7.98,1,1,0,0,162.67906188964844,59.43665313720703,0.0,0.0
400,8.0,1,1,0,1,62.20082473754883,48.305442810058594,0.0,149.798583984375
401,8.02,1,0,0,1,96.68980407714844,0.0,0.0,72.62443542480469
402,8.040000000000001,1,0,0,1,11.416852951049805,0.0,0.0,16.71061897277832
403,8.06,0,0,0,1,0.0,0.0,0.0,19.687435150146484
404,8.08,0,0,0,0,0.0,0.0,0.0,0.0
405,8.1,0,1,0,0,0.0,91.2349853515625,0.0,0.0
406,8.120000000000001,0,1,0,0,0.0,41.59838104248047,0.0,0.0
407,8.14,1,0,0,0,125.66260528564453,0.0,0.0,0.0
408,8.16,1,0,0,0,25.600194931030273,0.0,0.0,0.0
409,8.18,1,0,0,1,9.324554443359375,0.0,0.0,96.82894134521484
410,8.2,0,0,0,1,0.0,0.0,0.0,37.50790023803711
411,8.22,0,1,0,0,0.0,233.31268310546875,0.0,0.0
412,8.24,0,1,0,0,0.0,28.769651412963867,0.0,0.0
413,8.26,1,1,0,0,183.4418182373047,27.13205337524414,0.0,0.0
414,8.28,1,0,0,0,91.25524139404297,0.0,0.0,0.0
415,8.3,1,0,0,0,27.596832275390625,0.0,0.0,0.0
416,8.32,1,0,0,1,0.20777632296085358,0.0,0.0,18.115262985229492
417,8.34,0,0,0,0,0.0,0.0,0.0,0.0
418,8.36,0,0,0,0,0.0,0.0,0.0,0.0
419,8.38,1,1,0,0,105.33203887939453,27.397541046142578,0.0,0.0
420,8.4,1,0,0,1,84.34693908691406,0.0,0.0,118.83428955078125
421,8.42,1,0,0,1,12.346844673156738,0.0,0.0,95.44229888916016
422,8.44,1,0,0,1,36.75486373901367,0.0,0.0,53.70281219482422
423,8.46,0,0,0,1,0.0,0.0,0.0,18.31937026977539
424,8.48,0,0,0,0,0.0,0.0,0.0,0.0
425,8.5,0,0,0,0,0.0,0.0,0.0,0.0
426,8.52,0,0,0,0,0.0,0.0,0.0,0.0
427,8.540000000000001,1,0,0,0,112.79766082763672,0.0,0.0,0.0
428,8.56,1,0,0,1,70.77401733398438,0.0,0.0,125.92984008789062
429,8.58,1,0,0,1,22.339746475219727,0.0,0.0,54.78277587890625
430,8.6,0,0,0,1,0.0,0.0,0.0,26.27102279663086
431,8.620000000000001,0,0,0,0,0.0,0.0,0.0,0.0
432,8.64,0,0,0,0,0.0,0.0,0.0,0.0
433,8.66,1,1,0,0,223.66043090820312,56.34539031982422,0.0,0.0
434,8.68,1,0,0,0,96.57588195800781,0.0,0.0,0.0
435,8.700000000000001,1,0,0,0,112.1473388671875,0.0,0.0,0.0
436,8.72,1,0,0,0,72.94778442382812,0.0,0.0,0.0
437,8.74,0,0,0,1,0.0,0.0,0.0,56.726226806640625
438,8.76,0,0,0,1,0.0,0.0,0.0,27.658382415771484
439,8.78,0,0,0,0,0.0,0.0,0.0,0.0
440,8.8,0,1,0,0,0.0,0.5558090209960938,0.0,0.0
441,8.82,1,0,0,0,136.29991149902344,0.0,0.0,0.0
442,8.84,1,0,0,1,52.320247650146484,0.0,0.0,138.36868286132812
443,8.86,1,0,0,1,13.956893920898438,0.0,0.0,62.65746307373047
444,8.88,0,0,0,1,0.0,0.0,0.0,24.067203521728516
445,8.9,0,0,0,1,0.0,0.0,0.0,19.5685977935791
446,8.92,0,0,0,0,0.0,0.0,0.0,0.0
447,8.94,0,1,0,0,0.0,64.71636962890625,0.0,0.0
448,8.96,1,0,0,0,92.12831115722656,0.0,0.0,0.0
449,8.98,1,0,0,0,93.30015563964844,0.0,0.0,0.0
450,9.0,1,0,0,1,13.610639572143555,0.0,0.0,43.43224334716797
451,9.02,0,0,0,0,0.0,0.0,0.0,0.0
452,9.040000000000001,0,0,0,0,0.0,0.0,0.0,0.0
453,9.06,1,0,0,0,248.80673217773438,0.0,0.0,0.0
454,9.08,1,1,0,0,84.45133972167969,91.42056274414062,0.0,0.0
455,9.1,1,0,0,1,114.10441589355469,0.0,0.0,15.549885749816895
456,9.120000000000001,1,0,0,0,79.03316497802734,0.0,0.0,0.0
457,9.14,0,0,0,1,0.0,0.0,0.0,47.652740478515625
458,9.16,0,0,0,1,0.0,0.0,0.0,39.597373962402344
459,9.18,0,0,0,0,0.0,0.0,0.0,0.0
460,9.200000000000001,0,1,0,0,0.0,17.42150115966797,0.0,0.0
461,9.22,0,0,0,0,0.0,0.0,0.0,0.0
462,9.24,1,0,0,1,52.06705093383789,0.0,0.0,132.2981719970703
463,9.26,1,1,0,1,14.50847053527832,4.154223918914795,0.0,69.74405670166016
464,9.28,1,0,0,1,7.97329044342041,0.0,0.0,65.52519226074219
465,9.3,0,0,0,1,0.0,0.0,0.0,43.074729919433594
466,9.32,0,0,0,1,0.0,0.0,0.0,36.70188903808594
467,9.34,0,1,0,0,0.0,62.341209411621094,0.0,0.0
468,9.36,0,1,0,0,0.0,49.324562072753906,0.0,0.0
469,9.38,0,1,0,0,0.0,59.93699264526367,0.0,0.0
470,9.4,1,0,0,0,135.2288818359375,0.0,0.0,0.0
471,9.42,1,0,0,0,21.479846954345703,0.0,0.0,0.0
472,9.44,1,0,0,0,5.521146297454834,0.0,0.0,0.0
473,9.46,0,0,0,0,0.0,0.0,0.0,0.0
474,9.48,0,0,0,0,0.0,0.0,0.0,0.0
475,9.5,0,0,0,0,0.0,0.0,0.0,0.0
476,9.52,0,1,0,0,0.0,24.04349708557129,0.0,0.0
477,9.540000000000001,1,0,0,1,128.2376251220703,0.0,0.0,155.334228515625
478,9.56,1,0,0,1,66.88031768798828,0.0,0.0,147.11624145507812
479,9.58,1,0,0,1,57.70518493652344,0.0,0.0,90.43992614746094
480,9.6,0,0,0,1,0.0,0.0,0.0,34.316959381103516
481,9.620000000000001,0,0,0,1,0.0,0.0,0.0,17.423870086669922
482,9.64,0,0,0,0,0.0,0.0,0.0,0.0
483,9.66,0,0,0,0,0.0,0.0,0.0,0.0
484,9.68,0,0,0,0,0.0,0.0,0.0,0.0
485,9.700000000000001,0,0,0,0,0.0,0.0,0.0,0.0
486,9.72,1,0,0,0,22.347679138183594,0.0,0.0,0.0
487,9.74,1,0,0,1,41.95912551879883,0.0,0.0,119.12153625488281
488,9.76,1,0,0,1,23.53874969482422,0.0,0.0,30.065048217773438
489,9.78,0,1,0,0,0.0,172.1853485107422,0.0,0.0
490,9.8,0,1,0,0,0.0,152.7315216064453,0.0,0.0
491,9.82,1,1,0,0,76.31721496582031,25.241870880126953,0.0,0.0
492,9.84,1,1,0,0,72.92210388183594,1.1340490579605103,0.0,0.0
493,9.86,1,0,0,1,90.41937255859375,0.0,0.0,116.052978515625
494,9.88,0,0,0,1,0.0,0.0,0.0,18.791608810424805
495,9.9,0,0,0,1,0.0,0.0,0.0,20.44797134399414
496,9.92,0,0,0,0,0.0,0.0,0.0,0.0
497,9.94,0,1,0,0,0.0,57.964630126953125,0.0,0.0
498,9.96,1,0,0,0,140.20431518554688,0.0,0.0,0.0
499,9.98,1,0,0,1,97.14456176757812,0.0,0.0,106.29337310791016
500,10.0,1,0,0,1,9.996978759765625,0.0,0.0,28.191287994384766
501,10.02,1,0,0,1,23.47311782836914,0.0,0.0,52.71685028076172
502,10.040000000000001,0,0,0,1,0.0,0.0,0.0,17.91017723083496
503,10.06,0,0,0,0,0.0,0.0,0.0,0.0
504,10.08,0,0,0,0,0.0,0.0,0.0,0.0
505,10.1,0,1,0,0,0.0,12.967365264892578,0.0,0.0
506,10.120000000000001,1,0,0,0,132.86846923828125,0.0,0.0,0.0
507,10.14,1,0,0,1,115.3624038696289,0.0,0.0,121.29568481445312
508,10.16,1,0,0,1,7.069143772125244,0.0,0.0,25.725322723388672
509,10.18,1,0,0,1,19.17426872253418,0.0,0.0,43.653404235839844
510,10.200000000000001,1,0,0,1,53.50492858886719,0.0,0.0,51.21666717529297
511,10.22,1,0,0,1,17.15596580505371,0.0,0.0,24.490325927734375
512,10.24,0,0,0,0,0.0,0.0,0.0,0.0
513,10.26,0,0,0,0,0.0,0.0,0.0,0.0
514,10.28,1,0,0,0,187.50247192382812,0.0,0.0,0.0
515,10.3,1,0,0,0,95.17501068115234,0.0,0.0,0.0
516,10.32,1,0,0,1,62.547828674316406,0.0,0.0,130.83804321289062
517,10.34,1,0,0,1,12.03902530670166,0.0,0.0,46.16509246826172
518,10.36,0,0,0,1,0.0,0.0,0.0,47.805015563964844
519,10.38,0,0,0,1,0.0,0.0,0.0,39.05268096923828
520,10.4,0,0,0,1,0.0,0.0,0.0,24.12548065185547
521,10.42,0,0,0,0,0.0,0.0,0.0,0.0
522,10.44,0,1,0,0,0.0,5.8388190269470215,0.0,0.0
523,10.46,1,0,0,0,217.64732360839844,0.0,0.0,0.0
524,10.48,1,0,0,0,95.26179504394531,0.0,0.0,0.0
525,10.5,1,0,0,1,59.66191864013672,0.0,0.0,183.7411651611328
526,10.52,1,0,0,1,21.88904571533203,0.0,0.0,30.707956314086914
527,10.540000000000001,0,0,0,1,0.0,0.0,0.0,23.957134246826172
528,10.56,0,0,0,0,0.0,0.0,0.0,0.0
529,10.58,0,0,0,0,0.0,0.0,0.0,0.0
530,10.6,0,1,0,0,0.0,33.6566276550293,0.0,0.0
531,10.620000000000001,1,0,0,0,88.95808410644531,0.0,0.0,0.0
532,10.64,1,0,0,1,83.58528137207031,0.0,0.0,134.431396484375
533,10.66,1,0,0,1,14.67634105682373,0.0,0.0,41.986602783203125
534,10.68,0,0,0,1,0.0,0.0,0.0,16.831621170043945
535,10.700000000000001,0,0,0,0,0.0,0.0,0.0,0.0
536,10.72,0,1,0,0,0.0,149.50112915039062,0.0,0.0
537,10.74,0,0,0,0,0.0,0.0,0.0,0.0
538,10.76,1,1,0,0,130.13514709472656,2.717787027359009,0.0,0.0
539,10.78,1,0,0,1,100.78010559082031,0.0,0.0,168.17691040039062
540,10.8,1,0,0,1,13.881372451782227,0.0,0.0,29.453105926513672
541,10.82,0,0,0,1,0.0,0.0,0.0,36.37897491455078
542,10.84,0,0,0,0,0.0,0.0,0.0,0.0
543,10.86,0,0,0,0,0.0,0.0,0.0,0.0
544,10.88,0,1,0,0,0.0,31.219812393188477,0.0,0.0
545,10.9,1,0,0,0,129.55337524414062,0.0,0.0,0.0
546,10.92,1,0,0,0,71.00884246826172,0.0,0.0,0.0
547,10.94,1,0,0,1,0.8831109404563904,0.0,0.0,49.546138763427734
548,10.96,0,0,0,1,0.0,0.0,0.0,45.04512023925781
549,10.98,0,0,0,0,0.0,0.0,0.0,0.0
550,11.0,0,1,0,0,0.0,52.42905044555664,0.0,0.0
551,11.02,1,1,0,0,127.92089080810547,51.29854202270508,0.0,0.0
552,11.040000000000001,1,0,0,0,116.46688842773438,0.0,0.0,0.0
553,11.06,1,0,0,0,58.72480392456055,0.0,0.0,0.0
554,11.08,0,0,0,1,0.0,0.0,0.0,40.23844528198242
555,11.1,0,0,0,1,0.0,0.0,0.0,21.0335636138916
556,11.120000000000001,0,0,0,0,0.0,0.0,0.0,0.0
557,11.14,0,0,0,0,0.0,0.0,0.0,0.0
558,11.16,0,0,0,0,0.0,0.0,0.0,0.0
559,11.18,0,0,0,0,0.0,0.0,0.0,0.0
560,11.200000000000001,1,0,0,1,47.181888580322266,0.0,0.0,135.92193603515625
561,11.22,1,0,0,1,27.593854904174805,0.0,0.0,67.18545532226562
562,11.24,1,0,0,1,7.5370001792907715,0.0,0.0,19.21792221069336
563,11.26,0,0,0,1,0.0,0.0,0.0,18.797134399414062
564,11.28,0,0,0,0,0.0,0.0,0.0,0.0
565,11.3,0,1,0,0,0.0,105.8912582397461,0.0,0.0
566,11.32,1,1,0,0,113.28704833984375,15.123811721801758,0.0,0.0
567,11.34,1,0,0,0,97.95582580566406,0.0,0.0,0.0
568,11.36,1,0,0,0,5.397511959075928,0.0,0.0,0.0
569,11.38,0,0,0,0,0.0,0.0,0.0,0.0
570,11.4,0,0,0,0,0.0,0.0,0.0,0.0
571,11.42,1,0,0,0,155.14227294921875,0.0,0.0,0.0
572,11.44,1,0,0,1,114.43767547607422,0.0,0.0,105.73695373535156
573,11.46,1,0,0,1,12.078312873840332,0.0,0.0,72.03155517578125
574,11.48,1,0,0,1,2.5749640464782715,0.0,0.0,55.279022216796875
575,11.5,0,0,0,0,0.0,0.0,0.0,0.0
576,11.52,0,0,0,0,0.0,0.0,0.0,0.0
577,11.540000000000001,0,0,0,0,0.0,0.0,0.0,0.0
578,11.56,1,0,0,0,172.32119750976562,0.0,0.0,0.0
579,11.58,1,0,0,1,34.2626953125,0.0,0.0,108.13015747070312
580,11.6,1,0,0,1,33.85445785522461,0.0,0.0,65.98617553710938
581,11.620000000000001,1,0,0,1,10.010347366333008,0.0,0.0,42.518733978271484
582,11.64,0,0,0,1,0.0,0.0,0.0,18.243518829345703
583,11.66,0,0,0,0,0.0,0.0,0.0,0.0
584,11.68,0,1,0,0,0.0,48.49378967285156,0.0,0.0
585,11.700000000000001,1,0,0,0,112.56497955322266,0.0,0.0,0.0
586,11.72,1,0,0,0,103.79209899902344,0.0,0.0,0.0
587,11.74,1,0,0,0,79.17036437988281,0.0,0.0,0.0
588,11.76,1,0,0,0,16.233623504638672,0.0,0.0,0.0
589,11.78,0,0,0,0,0.0,0.0,0.0,0.0
590,11.8,0,0,0,0,0.0,0.0,0.0,0.0
591,11.82,0,0,0,0,0.0,0.0,0.0,0.0
592,11.84,1,0,0,0,74.21353149414062,0.0,0.0,0.0
593,11.86,1,0,0,1,57.928707122802734,0.0,0.0,87.43914794921875
594,11.88,1,0,0,1,65.4743423461914,0.0,0.0,148.31103515625
595,11.9,1,0,0,1,12.307350158691406,0.0,0.0,85.66273498535156
596,11.92,0,0,0,1,0.0,0.0,0.0,38.36503601074219
597,11.94,0,0,0,1,0.0,0.0,0.0,14.679346084594727
598,11.96,0,0,0,0,0.0,0.0,0.0,0.0
599,11.98,0,0,0,0,0.0,0.0,0.0,0.0
600,12.0,0,0,0,0,0.0,0.0,0.0,0.0
601,12.02,1,0,0,1,34.62129211425781,0.0,0.0,209.33009338378906
602,12.040000000000001,1,0,0,1,30.545167922973633,0.0,0.0,98.07281494140625
603,12.06,0,0,0,1,0.0,0.0,0.0,64.38945770263672
604,12.08,0,0,0,1,0.0,0.0,0.0,18.605323791503906
605,12.1,0,0,0,1,0.0,0.0,0.0,13.912995338439941
606,12.120000000000001,0,1,0,0,0.0,113.52728271484375,0.0,0.0
607,12.14,1,1,0,0,266.10845947265625,16.589706420898438,0.0,0.0
608,12.16,1,1,0,0,112.55220794677734,2.3652102947235107,0.0,0.0
609,12.18,1,0,0,0,98.24615478515625,0.0,0.0,0.0
610,12.200000000000001,1,0,0,0,46.572303771972656,0.0,0.0,0.0
611,12.22,0,0,0,0,0.0,0.0,0.0,0.0
612,12.24,0,0,0,1,0.0,0.0,0.0,64.22887420654297
613,12.26,0,0,0,0,0.0,0.0,0.0,0.0
614,12.280000000000001,0,0,0,0,0.0,0.0,0.0,0.0
615,12.3,1,0,0,1,130.71731567382812,0.0,0.0,182.73011779785156
616,12.32,1,0,0,1,44.82770538330078,0.0,0.0,138.2603302001953
617,12.34,1,0,0,1,21.977981567382812,0.0,0.0,84.38127136230469
618,12.36,1,0,0,1,15.622784614562988,0.0,0.0,42.884864807128906
619,12.38,0,0,0,1,0.0,0.0,0.0,19.85274314880371
620,12.4,0,0,0,0,0.0,0.0,0.0,0.0
621,12.42,0,0,0,0,0.0,0.0,0.0,0.0
622,12.44,0,0,0,0,0.0,0.0,0.0,0.0
623,12.46,1,0,0,0,131.3242645263672,0.0,0.0,0.0
624,12.48,1,0,0,1,62.333885192871094,0.0,0.0,162.99386596679688
625,12.5,1,0,0,1,13.527180671691895,0.0,0.0,49.115684509277344
626,12.52,0,0,0,1,0.0,0.0,0.0,38.16371154785156
627,12.540000000000001,0,0,0,1,0.0,0.0,0.0,11.30264663696289
628,12.56,0,0,0,0,0.0,0.0,0.0,0.0
629,12.58,0,1,0,0,0.0,52.22064208984375,0.0,0.0
630,12.6,1,1,0,0,172.96319580078125,9.383002281188965,0.0,0.0
631,12.620000000000001,1,0,0,0,128.0514373779297,0.0,0.0,0.0
632,12.64,1,0,0,0,85.33138275146484,0.0,0.0,0.0
633,12.66,0,0,0,0,0.0,0.0,0.0,0.0
634,12.68,0,0,0,0,0.0,0.0,0.0,0.0
635,12.700000000000001,0,0,0,0,0.0,0.0,0.0,0.0
636,12.72,0,0,0,0,0.0,0.0,0.0,0.0
637,12.74,0,0,0,0,0.0,0.0,0.0,0.0
638,12.76,0,0,0,0,0.0,0.0,0.0,0.0
639,12.780000000000001,1,0,0,1,99.42179107666016,0.0,0.0,166.12738037109375
640,12.8,1,0,0,1,10.013571739196777,0.0,0.0,94.86994934082031
641,12.82,1,0,0,1,22.129568099975586,0.0,0.0,69.09534454345703
642,12.84,0,0,0,1,0.0,0.0,0.0,50.99107360839844
643,12.86,0,0,0,1,0.0,0.0,0.0,33.41239929199219
644,12.88,0,0,0,0,0.0,0.0,0.0,0.0
645,12.9,0,1,0,0,0.0,132.12242126464844,0.0,0.0
646,12.92,1,1,0,0,106.91344451904297,11.45635986328125,0.0,0.0
647,12.94,1,1,0,0,116.57879638671875,3.805561065673828,0.0,0.0
648,12.96,1,0,0,0,99.62765502929688,0.0,0.0,0.0
649,12.98,1,0,0,1,12.335546493530273,0.0,0.0,32.18894958496094
650,13.0,0,0,0,0,0.0,0.0,0.0,0.0
651,13.02,0,0,0,0,0.0,0.0,0.0,0.0
652,13.040000000000001,0,0,0,0,0.0,0.0,0.0,0.0
653,13.06,1,0,0,0,122.14466094970703,0.0,0.0,0.0
654,13.08,1,0,0,0,100.20899963378906,0.0,0.0,0.0
655,13.1,1,0,0,1,91.57852172851562,0.0,0.0,140.71971130371094
656,13.120000000000001,1,0,0,1,31.638559341430664,0.0,0.0,56.53086471557617
657,13.14,0,0,0,1,0.0,0.0,0.0,16.006702423095703
658,13.16,0,0,0,1,0.0,0.0,0.0,20.802139282226562
659,13.18,0,0,0,0,0.0,0.0,0.0,0.0
660,13.200000000000001,0,0,0,0,0.0,0.0,0.0,0.0
661,13.22,0,0,0,0,0.0,0.0,0.0,0.0
662,13.24,1,0,0,0,116.42658233642578,0.0,0.0,0.0
663,13.26,1,0,0,1,50.978538513183594,0.0,0.0,35.996315002441406
664,13.280000000000001,1,0,0,1,17.846385955810547,0.0,0.0,74.8861312866211
665,13.3,1,0,0,1,18.41848373413086,0.0,0.0,40.169921875
666,13.32,0,0,0,1,0.0,0.0,0.0,18.62871551513672
667,13.34,0,0,0,0,0.0,0.0,0.0,0.0
668,13.36,0,1,0,0,0.0,179.86912536621094,0.0,0.0
669,13.38,1,0,0,0,205.84486389160156,0.0,0.0,0.0
670,13.4,1,1,0,0,92.54110717773438,1.219463586807251,0.0,0.0
671,13.42,1,0,0,0,105.99708557128906,0.0,0.0,0.0
672,13.44,1,0,0,1,16.260507583618164,0.0,0.0,23.19363784790039
673,13.46,0,0,0,1,0.0,0.0,0.0,40.80295181274414
674,13.48,0,0,0,1,0.0,0.0,0.0,13.12479019165039
675,13.5,0,0,0,0,0.0,0.0,0.0,0.0
676,13.52,1,1,0,0,82.6461410522461,12.963653564453125,0.0,0.0
677,13.540000000000001,1,0,0,1,82.57704162597656,0.0,0.0,105.17654418945312
678,13.56,1,0,0,1,42.69816207885742,0.0,0.0,63.61935806274414
679,13.58,1,0,0,1,12.094215393066406,0.0,0.0,51.47247314453125
680,13.6,0,0,0,1,0.0,0.0,0.0,14.397717475891113
681,13.620000000000001,0,0,0,0,0.0,0.0,0.0,0.0
682,13.64,0,0,0,0,0.0,0.0,0.0,0.0
683,13.66,0,0,0,0,0.0,0.0,0.0,0.0
684,13.68,1,0,0,0,141.8123779296875,0.0,0.0,0.0
685,13.700000000000001,1,0,0,1,86.97590637207031,0.0,0.0,102.82142639160156
686,13.72,1,0,0,1,10.665742874145508,0.0,0.0,40.131858825683594
687,13.74,1,0,0,1,22.941871643066406,0.0,0.0,39.54159164428711
688,13.76,0,0,0,1,0.0,0.0,0.0,24.04072380065918
689,13.780000000000001,0,0,0,1,0.0,0.0,0.0,21.864099502563477
690,13.8,0,0,0,0,0.0,0.0,0.0,0.0
691,13.82,0,0,0,0,0.0,0.0,0.0,0.0
692,13.84,1,0,0,0,174.47103881835938,0.0,0.0,0.0
693,13.86,1,0,0,0,84.81719970703125,0.0,0.0,0.0
694,13.88,1,0,0,1,49.37059020996094,0.0,0.0,112.823974609375
695,13.9,1,0,0,1,13.466997146606445,0.0,0.0,29.699888229370117
696,13.92,1,0,0,1,20.420085906982422,0.0,0.0,39.79856872558594
697,13.94,0,0,0,1,0.0,0.0,0.0,19.018875122070312
698,13.96,1,0,0,0,46.96863555908203,0.0,0.0,0.0
699,13.98,0,1,0,0,0.0,166.22288513183594,0.0,0.0
700,14.0,0,1,0,0,0.0,9.003850936889648,0.0,0.0
701,14.02,1,0,0,0,96.24742889404297,0.0,0.0,0.0
702,14.040000000000001,1,0,0,0,94.39695739746094,0.0,0.0,0.0
703,14.06,1,0,0,1,16.428071975708008,0.0,0.0,36.05776596069336
704,14.08,0,0,0,1,0.0,0.0,0.0,62.265472412109375
705,14.1,0,0,0,1,0.0,0.0,0.0,18.279542922973633
706,14.120000000000001,0,0,0,0,0.0,0.0,0.0,0.0
707,14.14,0,0,0,0,0.0,0.0,0.0,0.0
708,14.16,1,0,0,0,145.92344665527344,0.0,0.0,0.0
709,14.18,1,0,0,1,82.34273529052734,0.0,0.0,116.15219116210938
710,14.200000000000001,1,0,0,1,59.125823974609375,0.0,0.0,65.67693328857422
711,14.22,1,0,0,1,9.369832038879395,0.0,0.0,14.870383262634277
712,14.24,0,0,0,1,0.0,0.0,0.0,41.170166015625
713,14.26,0,0,0,1,0.0,0.0,0.0,14.760815620422363
714,14.280000000000001,0,0,0,0,0.0,0.0,0.0,0.0
715,14.3,0,0,0,0,0.0,0.0,0.0,0.0
716,14.32,1,0,0,0,208.13523864746094,0.0,0.0,0.0
717,14.34,1,0,0,0,76.97499084472656,0.0,0.0,0.0
718,14.36,1,0,0,1,12.994107246398926,0.0,0.0,43.857818603515625
719,14.38,1,0,0,1,20.545005798339844,0.0,0.0,59.783905029296875
720,14.4,0,0,0,1,0.0,0.0,0.0,27.800079345703125
721,14.42,0,0,0,0,0.0,0.0,0.0,0.0
722,14.44,0,0,0,0,0.0,0.0,0.0,0.0
723,14.46,0,1,0,0,0.0,82.8473892211914,0.0,0.0
724,14.48,1,1,0,0,101.45552062988281,27.363656997680664,0.0,0.0
725,14.5,1,0,0,0,132.49517822265625,0.0,0.0,0.0
726,14.52,1,0,0,0,69.20030212402344,0.0,0.0,0.0
727,14.540000000000001,0,0,0,0,0.0,0.0,0.0,0.0
728,14.56,0,0,0,1,0.0,0.0,0.0,100.50563049316406
729,14.58,0,0,0,0,0.0,0.0,0.0,0.0
730,14.6,0,0,0,0,0.0,0.0,0.0,0.0
731,14.620000000000001,0,1,0,0,0.0,34.276939392089844,0.0,0.0
732,14.64,1,0,0,0,136.4425811767578,0.0,0.0,0.0
733,14.66,1,1,0,1,80.93710327148438,53.3701171875,0.0,114.39218139648438
734,14.68,1,0,0,1,30.238910675048828,0.0,0.0,87.23065948486328
735,14.700000000000001,0,0,0,1,0.0,0.0,0.0,24.60689353942871
736,14.72,0,0,0,1,0.0,0.0,0.0,19.107154846191406
737,14.74,0,0,0,0,0.0,0.0,0.0,0.0
738,14.76,0,1,0,0,0.0,139.1915283203125,0.0,0.0
739,14.780000000000001,0,1,0,0,0.0,34.096500396728516,0.0,0.0
740,14.8,1,1,0,0,197.61346435546875,12.193599700927734,0.0,0.0
741,14.82,1,0,0,0,103.10062408447266,0.0,0.0,0.0
742,14.84,1,0,0,0,21.519756317138672,0.0,0.0,0.0
743,14.86,0,0,0,0,0.0,0.0,0.0,0.0
744,14.88,0,0,0,0,0.0,0.0,0.0,0.0
745,14.9,0,1,0,0,0.0,207.7924041748047,0.0,0.0
746,14.92,1,1,0,0,146.85537719726562,51.4705924987793,0.0,0.0
747,14.94,1,0,0,1,138.52926635742188,0.0,0.0,123.60159301757812
748,14.96,1,0,0,1,31.69142723083496,0.0,0.0,55.023956298828125
749,14.98,1,0,0,1,41.11335754394531,0.0,0.0,98.67704772949219
750,15.0,0,0,0,1,0.0,0.0,0.0,9.830697059631348
751,15.02,0,0,0,1,0.0,0.0,0.0,17.68368148803711
752,15.040000000000001,0,1,0,0,0.0,165.69015502929688,0.0,0.0
753,15.06,0,1,0,0,0.0,0.7804417014122009,0.0,0.0
754,15.08,1,0,0,0,207.1507110595703,0.0,0.0,0.0
755,15.1,1,0,0,0,67.04158782958984,0.0,0.0,0.0
756,15.120000000000001,0,0,0,0,0.0,0.0,0.0,0.0
757,15.14,1,0,0,1,17.6221923828125,0.0,0.0,52.446041107177734
758,15.16,0,0,0,1,0.0,0.0,0.0,22.46002960205078
759,15.18,0,1,0,0,0.0,171.99429321289062,0.0,0.0
760,15.200000000000001,1,1,0,0,154.46826171875,90.25947570800781,0.0,0.0
761,15.22,1,0,0,0,68.49740600585938,0.0,0.0,0.0
762,15.24,1,0,0,1,82.26072692871094,0.0,0.0,142.02252197265625
763,15.26,1,0,0,1,0.907963216304779,0.0,0.0,32.19332504272461
764,15.280000000000001,0,0,0,1,0.0,0.0,0.0,19.703271865844727
765,15.3,0,0,0,0,0.0,0.0,0.0,0.0
766,15.32,0,1,0,0,0.0,21.17559051513672,0.0,0.0
767,15.34,1,1,0,0,172.66519165039062,19.338533401489258,0.0,0.0
768,15.36,1,0,0,1,68.49978637695312,0.0,0.0,169.3130645751953
769,15.38,1,0,0,1,17.086637496948242,0.0,0.0,57.73682403564453
770,15.4,1,0,0,1,17.101747512817383,0.0,0.0,29.31065559387207
771,15.42,0,0,0,1,0.0,0.0,0.0,16.778779983520508
772,15.44,0,0,0,0,0.0,0.0,0.0,0.0
773,15.46,0,1,0,0,0.0,117.04293823242188,0.0,0.0
774,15.48,0,1,0,0,0.0,1.479645848274231,0.0,0.0
775,15.5,1,0,0,0,123.86233520507812,0.0,0.0,0.0
776,15.52,1,0,0,1,96.01661682128906,0.0,0.0,179.80642700195312
777,15.540000000000001,1,0,0,1,17.570972442626953,0.0,0.0,38.13154220581055
778,15.56,1,0,0,1,13.056987762451172,0.0,0.0,42.91503143310547
779,15.58,0,0,0,1,0.0,0.0,0.0,16.499895095825195
780,15.6,0,0,0,0,0.0,0.0,0.0,0.0
781,15.620000000000001,0,1,0,0,0.0,76.34773254394531,0.0,0.0
782,15.64,0,0,0,0,0.0,0.0,0.0,0.0
783,15.66,1,0,0,0,97.56239318847656,0.0,0.0,0.0
784,15.68,1,0,0,1,94.62026977539062,0.0,0.0,64.28478240966797
785,15.700000000000001,1,0,0,1,8.87083625793457,0.0,0.0,42.47028350830078
786,15.72,0,0,0,1,0.0,0.0,0.0,39.3111572265625
787,15.74,0,0,0,0,0.0,0.0,0.0,0.0
788,15.76,0,0,0,0,0.0,0.0,0.0,0.0
789,15.780000000000001,0,1,0,0,0.0,22.204254150390625,0.0,0.0
790,15.8,1,0,0,0,117.64321899414062,0.0,0.0,0.0
