Step,vx (m/s),vy (m/s),vz (m/s),speed_xy (m/s)
81,1.2330708503723145,-0.016359005123376846,-0.2758856415748596,1.233179362090742
82,1.1984295845031738,-0.017136573791503906,-0.3284726142883301,1.1985520978137585
83,1.1416804790496826,-0.0685277134180069,-0.3920743763446808,1.14373526821088
84,1.0292377471923828,0.01242164708673954,-0.2575809061527252,1.0293127015450645
85,0.9949376583099365,0.026938240975141525,-0.0845264196395874,0.9953022720511064
86,0.910804033279419,-0.032314032316207886,0.15998631715774536,0.9113770809728484
87,0.8006499409675598,0.0020116176456212997,0.2576684355735779,0.8006524680389796
88,0.6846449971199036,0.01692265272140503,0.4787612557411194,0.6848541072786539
89,0.7244852185249329,-0.09496792405843735,0.7038754820823669,0.7306830629356951
90,0.8369369506835938,-0.1698256880044937,0.17316603660583496,0.8539931051980173
91,0.9136770963668823,-0.10856088995933533,0.062450993806123734,0.9201039632857692
92,0.918566107749939,-0.07202515751123428,-0.07111354172229767,0.9213855423336046
93,1.034759283065796,-0.05844707787036896,-0.03403376042842865,1.036408623469732
94,1.0725772380828857,-0.01790948398411274,-0.006701486185193062,1.0727267505148217
95,1.064079761505127,0.012969711795449257,-0.02423439733684063,1.0641588003060751
96,1.1253979206085205,0.019298778846859932,-0.07457581162452698,1.1255633800790437
97,1.2048039436340332,0.026903918012976646,-0.18461251258850098,1.2051042956526907
98,1.2321665287017822,-0.017652738839387894,-0.2760467827320099,1.2322929739479698
99,1.1967177391052246,-0.018609926104545593,-0.3286665081977844,1.1968624300389485
100,1.1395175457000732,-0.07019992172718048,-0.3915092647075653,1.1416778293235008
101,1.0296279191970825,0.014075370505452156,-0.268852174282074,1.0297241222992592
102,0.9928299784660339,0.027921980246901512,-0.0921524167060852,0.9932225345418688
103,0.9100558757781982,-0.034427378326654434,0.1567956507205963,0.9107068361535835
104,0.7994965314865112,-0.002636481076478958,0.2532007694244385,0.7995008786057891
105,0.6851458549499512,0.014094879850745201,0.47301435470581055,0.6852908201582059
106,0.7228881120681763,-0.09313549101352692,0.705255925655365,0.7288631162679471
107,0.8329769968986511,-0.17543141543865204,0.17177622020244598,0.8512501740881492
108,0.910344660282135,-0.11267924308776855,0.06364861130714417,0.9172916724395944
109,0.9158076047897339,-0.07513606548309326,-0.07025052607059479,0.9188846485424539
110,1.034341812133789,-0.062171485275030136,-0.03514920920133591,1.0362086073322851
111,1.0723459720611572,-0.021500643342733383,-0.009128393605351448,1.072561495421097
112,1.064069390296936,0.010408621281385422,-0.025851812213659286,1.0641202971299215
113,1.1257567405700684,0.01653141900897026,-0.07502483576536179,1.1258781136310423
114,1.20486319065094,0.024638963863253593,-0.18390095233917236,1.2051150927300753
115,1.2332295179367065,-0.020064901560544968,-0.27549508213996887,1.2333927372029705
116,1.1971173286437988,-0.020922355353832245,-0.32850176095962524,1.1973001476208116
117,1.139065146446228,-0.07240518927574158,-0.39069053530693054,1.1413640607985793
118,1.0302363634109497,0.015561165288090706,-0.27597254514694214,1.0303538782182273
119,0.991707444190979,0.0297187939286232,-0.09375561773777008,0.9921526402607492
120,0.9096805453300476,-0.03672540932893753,0.15914416313171387,0.9104215783044418
121,0.7991659045219421,-0.006205683574080467,0.2532179653644562,0.7991899983476992
122,0.6874533295631409,0.01207711361348629,0.47209858894348145,0.687559406161156
123,0.7240301966667175,-0.09396134316921234,0.7094377279281616,0.7301016776418255
124,0.8322321772575378,-0.17901599407196045,0.17356336116790771,0.8512679501757329
125,0.9093911647796631,-0.11593997478485107,0.06736132502555847,0.9167520757175432
126,0.9148303866386414,-0.07834196090698242,-0.06856703758239746,0.9181786858537706
127,1.0335674285888672,-0.06485648453235626,-0.03453342616558075,1.035600305632293
128,1.0717829465866089,-0.023500600829720497,-0.00806327536702156,1.0720405602556424
129,1.0635528564453125,0.008340050466358662,-0.024348922073841095,1.0635855559825758
130,1.1256502866744995,0.014149148017168045,-0.07345051318407059,1.1257392088223608
131,1.2042007446289062,0.022477982565760612,-0.1819113790988922,1.2044105168359496
132,1.2340257167816162,-0.022794209420681,-0.2750075161457062,1.2342362195550314
133,1.1967294216156006,-0.02423664554953575,-0.32861724495887756,1.1969748216014837
134,1.1379473209381104,-0.07460038363933563,-0.39011114835739136,1.140389987008549
135,1.0272589921951294,0.012124069966375828,-0.27468714118003845,1.0273305359611884
136,0.9946646690368652,0.027483278885483742,-0.10303124785423279,0.9950442876819674
137,0.9111745357513428,-0.038223765790462494,0.1561894714832306,0.9119759266959184
138,0.8002578616142273,-0.0063525615260005,0.25142091512680054,0.8002830749886676
139,0.6856970191001892,0.012870981357991695,0.47139936685562134,0.685817806829192
140,0.7227486371994019,-0.09153462201356888,0.7119461894035339,0.7285219142899955
141,0.8311471939086914,-0.18052470684051514,0.17396651208400726,0.8505262063700012
142,0.9092335104942322,-0.1167563796043396,0.06837398558855057,0.9166993120887447
143,0.9153623580932617,-0.08074614405632019,-0.07218115776777267,0.9189168549950647
144,1.0312461853027344,-0.06678803265094757,-0.035978492349386215,1.0334066653582343
145,1.0725287199020386,-0.025526857003569603,-0.008062416687607765,1.072832454506847
146,1.0642024278640747,0.006083348300307989,-0.02544957958161831,1.0642198149810658
147,1.1252716779708862,0.012610556557774544,-0.07363279163837433,1.1253423369713371
148,1.2039711475372314,0.02097337134182453,-0.18167024850845337,1.2041538134339649
149,1.233940601348877,-0.024324312806129456,-0.2745468020439148,1.234180327120279
150,1.1982190608978271,-0.025822315365076065,-0.32781243324279785,1.1984972715320148
151,1.1392954587936401,-0.07616214454174042,-0.38887327909469604,1.1418383487556405
152,1.0292960405349731,0.010390588082373142,-0.2737187445163727,1.0293484849076482
153,0.9972043037414551,0.02594960294663906,-0.101996049284935,0.9975418814734389
154,0.9130383133888245,-0.039922695606946945,0.15613099932670593,0.9139107086255386
155,0.8027383089065552,-0.00852086953818798,0.2501724660396576,0.8027835310990397
156,0.6886171698570251,0.01085254643112421,0.4684222638607025,0.688702682139353
157,0.7245478630065918,-0.09208763390779495,0.7158316969871521,0.7303764358919002
158,0.8300507664680481,-0.18388792872428894,0.17383956909179688,0.8501758907689063
159,0.9106664657592773,-0.12025654315948486,0.06933510303497314,0.9185722878637054
160,0.9135482311248779,-0.08378489315509796,-0.06964492797851562,0.9173822970345594
161,1.0326285362243652,-0.07026517391204834,-0.035624098032712936,1.0350163711216194
162,1.0731295347213745,-0.028446514159440994,-0.00840783305466175,1.0735064985639988
163,1.0647085905075073,0.004109903238713741,-0.025952165946364403,1.0647165228384101
164,1.1259164810180664,0.010719130747020245,-0.07398439198732376,1.1259675048561915
165,1.2045375108718872,0.01907370053231716,-0.18206414580345154,1.2046885162353953
166,1.2345428466796875,-0.026100583374500275,-0.27497223019599915,1.2348187238378254
167,1.1983675956726074,-0.02749788761138916,-0.32839882373809814,1.1986830390813221
168,1.139190435409546,-0.07735671103000641,-0.3892321288585663,1.1418138678742569
169,1.0290340185165405,0.008926915004849434,-0.2735845446586609,1.0290727384766365
170,0.9970954060554504,0.02461835741996765,-0.10189086943864822,0.997399274262289
171,0.91280198097229,-0.0411042645573616,0.15657521784305573,0.9137269926141717
172,0.8025701642036438,-0.009573138318955898,0.2509343922138214,0.8026272568553461
173,0.6883506774902344,0.00988109689205885,0.46931418776512146,0.6884215941391255
174,0.7240203022956848,-0.09355410933494568,0.715810239315033,0.7300395670850929
175,0.8299161791801453,-0.18538662791252136,0.17445604503154755,0.8503699584732204
176,0.9101819396018982,-0.12185413390398026,0.06978761404752731,0.9183025607755663
177,0.9133995771408081,-0.08565053343772888,-0.0695328488945961,0.917406562762211
178,1.032116413116455,-0.07252737879753113,-0.03533288463950157,1.0346615441291018
179,1.0728808641433716,-0.030831092968583107,-0.008321592584252357,1.073323765197932
180,1.0647145509719849,0.001593338092789054,-0.025871815159916878,1.0647157431811334
181,1.12589430809021,0.008057250641286373,-0.0739736258983612,1.125923137819731
182,1.2044755220413208,0.016168761998414993,-0.18203553557395935,1.2045840410952129
183,1.2343933582305908,-0.029234807938337326,-0.27493053674697876,1.2347395016111646
184,1.1984195709228516,-0.03058791160583496,-0.32835549116134644,1.1988098632841315
185,1.13904869556427,-0.08032795786857605,-0.38903236389160156,1.1418776255282352
186,1.0290093421936035,0.005844904109835625,-0.2736065089702606,1.0290259419595629
187,0.9973217844963074,0.022314677014946938,-0.10203426331281662,0.9975713942576643
188,0.9128615260124207,-0.0430760495364666,0.15620119869709015,0.9138772957664467
189,0.8029348850250244,-0.011456163600087166,0.2504429519176483,0.8030166083429291
190,0.688554048538208,0.008366381749510765,0.46832582354545593,0.6886048751656755
191,0.7237398624420166,-0.09448438882827759,0.7162072062492371,0.7298812836481302
192,0.8289505243301392,-0.18774673342704773,0.1743120551109314,0.8499457675050447
193,0.9098459482192993,-0.12412254512310028,0.06987075507640839,0.9182734101012138
194,0.9124866127967834,-0.08784376084804535,-0.06915723532438278,0.9167051569906627
195,1.031957983970642,-0.07521854341030121,-0.035540152341127396,1.0346956605463846
196,1.0728038549423218,-0.033582475036382675,-0.008816240355372429,1.0733293501105219
197,1.064833402633667,-0.0009157173335552216,-0.026363588869571686,1.0648337963751096
198,1.1261682510375977,0.005465427413582802,-0.07421187311410904,1.126181513141596
199,1.2046878337860107,0.013534218072891235,-0.1821705549955368,1.2047638573309192
200,1.2344090938568115,-0.03195624798536301,-0.27495041489601135,1.2348226645076192
201,1.1984962224960327,-0.03315850347280502,-0.32834962010383606,1.1989548288779757
202,1.138887643814087,-0.0827498584985733,-0.3889102339744568,1.141889926531422
203,1.0291160345077515,0.0033738920465111732,-0.2735724449157715,1.0291215650390877
204,0.9976488947868347,0.020167289301753044,-0.10195301473140717,0.9978527129928412
205,0.9129139184951782,-0.04481879621744156,0.15641766786575317,0.9140134282802422
206,0.8031623959541321,-0.012967053800821304,0.2506507337093353,0.803267065650681
207,0.6886042356491089,0.0071298712864518166,0.46837183833122253,0.6886411463298245
208,0.7235137224197388,-0.09563370794057846,0.7166526317596436,0.729806763893108
209,0.8285439014434814,-0.18974778056144714,0.17454415559768677,0.8499936569452625
210,0.9095070958137512,-0.12602320313453674,0.0703350156545639,0.918196604798696
211,0.9120248556137085,-0.0898415669798851,-0.06871534883975983,0.9164392202511888
212,1.0317596197128296,-0.07764272391796112,-0.03541180491447449,1.0346769087243435
213,1.0726479291915894,-0.0360562838613987,-0.008922949433326721,1.0732537610485688
214,1.0648167133331299,-0.003262151498347521,-0.026494640856981277,1.0648217102529263
215,1.1262133121490479,0.0030281441286206245,-0.0742756649851799,1.1262173831541549
216,1.204643726348877,0.011014212854206562,-0.1822187453508377,1.2046940774804638
217,1.2343590259552002,-0.034618113189935684,-0.27495867013931274,1.234844370241814
218,1.1985673904418945,-0.035726744681596756,-0.32834377884864807,1.19909974135442
219,1.1387882232666016,-0.08519797772169113,-0.38875529170036316,1.1419708021042259
220,1.0290887355804443,0.0007539810612797737,-0.27346134185791016,1.0290890117895528
221,0.9979494214057922,0.01815071329474449,-0.10208480060100555,0.9981144704277478
222,0.913051187992096,-0.046408429741859436,0.15615642070770264,0.9142298476011833
223,0.8034054040908813,-0.01452258788049221,0.2503436803817749,0.8035366506147551
224,0.688668429851532,0.005838969722390175,0.4676339030265808,0.6886931826594433
225,0.7232106328010559,-0.09627160429954529,0.7170810699462891,0.7295901871536595
226,0.8272923827171326,-0.19189320504665375,0.17460928857326508,0.8492559617953045
227,0.9083213806152344,-0.12825261056423187,0.0710902065038681,0.9173311629936628
228,0.9107598066329956,-0.09220721572637558,-0.06814515590667725,0.9154155318816597
229,1.0316663980484009,-0.08043910562992096,-0.0357031375169754,1.0347975679217183
230,1.0724830627441406,-0.038806233555078506,-0.009500402957201004,1.073184906544899
231,1.0649371147155762,-0.005751155316829681,-0.026750598102808,1.064952644058042
232,1.1263062953948975,0.00045016221702098846,-0.07415810227394104,1.1263063853553348
233,1.2046157121658325,0.008424322120845318,-0.18185898661613464,1.2046451690020559
234,1.2345770597457886,-0.03731686621904373,-0.27494704723358154,1.2351409089472207
235,1.1987992525100708,-0.03842809423804283,-0.32834869623184204,1.1994150100134116
236,1.1386480331420898,-0.08762922883033752,-0.3883521556854248,1.1420149846318783
237,1.0284528732299805,-0.0024507930502295494,-0.2731025815010071,1.0284557933336647
238,0.9984831213951111,0.016605746001005173,-0.10220348834991455,0.9986211967063257
239,0.9133967757225037,-0.047681406140327454,0.1556142270565033,0.9146404683763913
240,0.804155170917511,-0.015978991985321045,0.24944330751895905,0.8043139107949323
241,0.689162015914917,0.004640706814825535,0.46567392349243164,0.6891776406266047
242,0.7228710651397705,-0.09594041109085083,0.7183852195739746,0.7292099418525421
243,0.8258076310157776,-0.19431057572364807,0.17432443797588348,0.8483600905758982
244,0.9077474474906921,-0.13039511442184448,0.07133854180574417,0.9170650545577194
245,0.9094828963279724,-0.09415129572153091,-0.06752146780490875,0.914343264424888
246,1.0315144062042236,-0.08292965590953827,-0.0359070710837841,1.0348426440943215
247,1.0723026990890503,-0.04144229367375374,-0.010391322895884514,1.0731032299730552
248,1.065116047859192,-0.008067146874964237,-0.02777399867773056,1.0651465975469698
249,1.1266499757766724,-0.0019054189324378967,-0.0748835951089859,1.1266515870218639
250,1.2048485279083252,0.0059671467170119286,-0.18233314156532288,1.2048633042975458
251,1.2345852851867676,-0.03985866159200668,-0.2750653922557831,1.235228537277049
252,1.1988290548324585,-0.04076826199889183,-0.3284343481063843,1.1995220522761956
253,1.138630986213684,-0.08987820148468018,-0.3884044587612152,1.1421727600796947
254,1.0285260677337646,-0.004663501866161823,-0.2730019688606262,1.0285366402114882
255,0.998509407043457,0.014472294598817825,-0.10184559226036072,0.9986142815247693
256,0.9133188128471375,-0.0493076927959919,0.15636007487773895,0.9146488410692752
257,0.804081916809082,-0.017249085009098053,0.2503754496574402,0.8042669083538242
258,0.6889116168022156,0.0036313896998763084,0.46683269739151,0.6889211876232252
259,0.7225652933120728,-0.09749596565961838,0.718421459197998,0.7291132054894242
260,0.8259109854698181,-0.19596490263938904,0.17476555705070496,0.848841091716342
261,0.9075928926467896,-0.13201169669628143,0.07163404673337936,0.9171433622109456
262,0.9094465970993042,-0.09595436602830887,-0.06732020527124405,0.9144945890137343
263,1.0312108993530273,-0.08505070209503174,-0.035623252391815186,1.0347122985986672
264,1.072125792503357,-0.04357299208641052,-0.01012389175593853,1.0730108669488458
265,1.0649625062942505,-0.010246284306049347,-0.027537310495972633,1.0650117962513899
266,1.126624584197998,-0.004192468710243702,-0.07471750676631927,1.1266323848146733
267,1.2047803401947021,0.0036022672429680824,-0.18224239349365234,1.204785725533363
268,1.2344186305999756,-0.042267248034477234,-0.2750926613807678,1.23514204682244
269,1.19878089427948,-0.043135542422533035,-0.3283751606941223,1.1995567129192333
270,1.138588309288025,-0.09212835878133774,-0.3882162570953369,1.142309490698167
271,1.0283920764923096,-0.00710300263017416,-0.273024320602417,1.0284166060690232
272,0.998724639415741,0.012760460376739502,-0.10214871913194656,0.9988061547292989
273,0.9135149717330933,-0.050738729536533356,0.15595729649066925,0.9149229597378654
274,0.804381251335144,-0.0187501423060894,0.24984684586524963,0.8045997547451719
275,0.6890787482261658,0.0024062413722276688,0.46576738357543945,0.6890829494730522
276,0.7222899198532104,-0.09787328541278839,0.7189421653747559,0.7288908754532809
277,0.82478266954422,-0.19799548387527466,0.17477652430534363,0.8482149866723023
278,0.9071341753005981,-0.13393400609493256,0.07188457250595093,0.9169682273595601
279,0.9085248112678528,-0.09770501405000687,-0.06690409034490585,0.9137634280599107
280,1.0310813188552856,-0.08732159435749054,-0.035787805914878845,1.0347723164703864
281,1.0719213485717773,-0.04594456031918526,-0.010671589523553848,1.0729055317905958
282,1.0650913715362549,-0.0124129056930542,-0.02813667804002762,1.0651637010097206
283,1.1267613172531128,-0.006361841224133968,-0.07509598135948181,1.1267792770022578
284,1.2049130201339722,0.0013428479433059692,-0.18245601654052734,1.2049137684203666
285,1.2344136238098145,-0.04460859298706055,-0.27509692311286926,1.2352193818166728
286,1.1988049745559692,-0.04532182589173317,-0.32838183641433716,1.1996613834421355
287,1.1385111808776855,-0.09421356767416,-0.38810649514198303,1.1424026896490551
288,1.028411626815796,-0.009292544797062874,-0.2729142904281616,1.0284536088510348
289,0.9989356398582458,0.01093018613755703,-0.10202158987522125,0.998995436199788
290,0.9135140180587769,-0.05215643346309662,0.15616530179977417,0.915001723900825
291,0.8045511245727539,-0.019972441717982292,0.2500697374343872,0.804798987623283
292,0.6891229152679443,0.0014073178172111511,0.4658071994781494,0.689124352269479
293,0.7220309972763062,-0.09875725954771042,0.7193678021430969,0.7287535642047942
294,0.8244914412498474,-0.19960370659828186,0.1750401258468628,0.8483087741984187
295,0.9068588018417358,-0.13549642264842987,0.07227972149848938,0.9169253879287838
296,0.9081763029098511,-0.09931240230798721,-0.06649024039506912,0.9135902530233064
297,1.0308401584625244,-0.08929387480020523,-0.035690490156412125,1.034700356806683
298,1.0717535018920898,-0.04793452471494675,-0.010707283392548561,1.0728249099818692
299,1.064998984336853,-0.014359657652676105,-0.02815653569996357,1.0650957874324876
300,1.1267285346984863,-0.00837631244212389,-0.07507100701332092,1.1267596698115914
301,1.2048629522323608,-0.0007280949503183365,-0.18242640793323517,1.2048631722251024
302,1.2341485023498535,-0.04673760384321213,-0.27515602111816406,1.235033169378617
303,1.1989021301269531,-0.0474097840487957,-0.3283814787864685,1.199839158073489
304,1.138295292854309,-0.09619931876659393,-0.38786789774894714,1.142353046420166
305,1.028252124786377,-0.011534618213772774,-0.2728942334651947,1.0283168186629237
306,0.9993963241577148,0.009447887539863586,-0.10219965130090714,0.9994409814085663
307,0.9137237668037415,-0.05341847240924835,0.15584154427051544,0.9152839205495504
308,0.8049042224884033,-0.021250348538160324,0.24970555305480957,0.8051846898026902
309,0.6892654895782471,0.000363154336810112,0.4650217592716217,0.6892655852460741
310,0.7218310236930847,-0.09913763403892517,0.7198368906974792,0.7286070938775181
311,0.8235905170440674,-0.2013508379459381,0.17486676573753357,0.8478463892159037
312,0.9065310955047607,-0.13717105984687805,0.07240255177021027,0.9168503295394388
313,0.9074273109436035,-0.10090172290802002,-0.06613355875015259,0.9130199791527818
314,1.0307579040527344,-0.09132944792509079,-0.035767316818237305,1.0347960788607038
315,1.0716423988342285,-0.05006060749292374,-0.01122867502272129,1.072811025018731
316,1.0651092529296875,-0.01623639464378357,-0.028718361631035805,1.065232998544199
317,1.1269217729568481,-0.010303028859198093,-0.07539626955986023,1.1269688703632765
318,1.205019474029541,-0.002726968377828598,-0.18269149959087372,1.2050225596008421
319,1.2342520952224731,-0.0487787127494812,-0.2752573788166046,1.2352156076485439
320,1.1989184617996216,-0.04931972175836563,-0.32842713594436646,1.1999324618487048
321,1.1382758617401123,-0.09801977872848511,-0.38781940937042236,1.1424884307695096
322,1.0283033847808838,-0.013411510735750198,-0.27290108799934387,1.0283908399883954
323,0.999424397945404,0.007729370146989822,-0.10212241113185883,0.9994542862839714
324,0.9137789011001587,-0.054711855947971344,0.15609413385391235,0.9154153523276115
325,0.805019199848175,-0.02239546738564968,0.25004497170448303,0.8053306582290393
326,0.6891188621520996,-0.0005686730146408081,0.4653114080429077,0.6891190967915503
327,0.721610426902771,-0.1000232994556427,0.7201002836227417,0.7285096215210837
328,0.823280930519104,-0.20283305644989014,0.1750483214855194,0.8478990148273591
329,0.9063149690628052,-0.1385718435049057,0.07272420078516006,0.9168473040586756
330,0.9070420265197754,-0.10235226899385452,-0.06588274240493774,0.9127985675061565
331,1.0305370092391968,-0.0931238904595375,-0.03561186045408249,1.0347359984005526
332,1.0715551376342773,-0.051874369382858276,-0.011220227926969528,1.0728100312680173
333,1.0650756359100342,-0.01805610954761505,-0.028802594169974327,1.0652286765296732
334,1.1269258260726929,-0.012188779190182686,-0.07542696595191956,1.1269917407895091
335,1.2049882411956787,-0.004652859643101692,-0.18262510001659393,1.2049972242800866
336,1.234258770942688,-0.0507994070649147,-0.275287926197052,1.235303725165233
337,1.198915719985962,-0.051264096051454544,-0.32839393615722656,1.2000112129365417
338,1.1382254362106323,-0.0998016819357872,-0.3877143859863281,1.142592455495001
339,1.0283021926879883,-0.015435688197612762,-0.2728884220123291,1.0284180375494483
340,0.999738335609436,0.006224117241799831,-0.10228350758552551,0.9997577103091354
341,0.913806140422821,-0.05591164529323578,0.15598097443580627,0.9155150322926703
342,0.8051404356956482,-0.023562051355838776,0.24983058869838715,0.8054851280168203
343,0.6893806457519531,-0.0015262318775057793,0.4646575152873993,0.6893823352256161
344,0.721405565738678,-0.10044381022453308,0.7205473184585571,0.7283645716886318
345,0.8226251602172852,-0.20443271100521088,0.17504025995731354,0.8476466761283584
346,0.9058641195297241,-0.1400555521249771,0.07309696078300476,0.9166271656090029
347,0.9065971374511719,-0.1038280576467514,-0.06543078273534775,0.9125232244657426
348,1.030329704284668,-0.09491413831710815,-0.03559993579983711,1.0346922214764207
349,1.0713740587234497,-0.05375839024782181,-0.011607013642787933,1.0727219295920052
350,1.0650633573532104,-0.019769862294197083,-0.029019536450505257,1.0652468270929625
351,1.12700355052948,-0.013927701860666275,-0.07555414736270905,1.1270896076999264
352,1.2049281597137451,-0.006436258554458618,-0.18265698850154877,1.2049453495886575
353,1.234101414680481,-0.05260355770587921,-0.2752266526222229,1.2352220189098315
354,1.198930025100708,-0.05294809117913246,-0.32835572957992554,1.2000986232170663
