stiffness,tip_point_dy
500,0.018215309328667946
1000,0.013917976700884595
2000,0.011763591277408694
3000,0.01104594740383109
4000,0.01069139019986341
5000,0.010483175926312361
6000,0.010348611278811745
7000,0.01025637737714425
8000,0.010190733509092968
9000,0.010142888015745704
10000,0.010107536542647691
11000,0.010081284243706076
12000,0.010061854739009168
13000,0.010047662959121136
14000,0.010037570316331278
15000,0.010030737329292834
