stiffness,tip_point_dy
500,0.03240998172460881
1000,0.03220270292591599
2000,0.03191968723735752
3000,0.031709881339802834
4000,0.03154641447594709
5000,0.031415351905999846
6000,0.03130793574511428
7000,0.031218315414299314
8000,0.03114242339441435
9000,0.031077342275557238
10000,0.031020924936574067
11000,0.03097155621431788
12000,0.03092799795204462
13000,0.030889285217804142
14000,0.030854654995739594
15000,0.030823496083462465
