stiffness,tip_point_dy
500,0.010788720770502629
1000,0.010728291374888732
2000,0.010641849138350737
3000,0.010576528431468658
4000,0.010524961136974936
5000,0.010483175926312361
6000,0.010448625230880899
7000,0.010419580202936797
8000,0.010394823145577232
9000,0.01037347092132992
10000,0.010354867267814831
11000,0.010338514301255429
12000,0.010324027454691761
13000,0.01031110498212713
14000,0.010299506810215001
15000,0.010289039555237458
