lateral_hori_stiffness,lateral_verti_stiffness,diagonal_stiffness,total_twist_deg,twist_0_1_deg,twist_1_2_deg
100,2043,4520,20.2402367037225,10.043903403092727,10.19633330062977
100,2043,5298,17.21397636403077,8.527003131706444,8.686973232324327
100,2043,6210,14.655690548371224,7.243779720672904,7.41191082769832
100,2043,7278,12.489677526492903,6.156601439280654,6.33307608721225
100,2043,8531,10.649775243848921,5.232511695005079,5.417263548843842
100,2043,10000,9.087107547598519,4.4471577362186,4.6399498113799185
100,2395,100,74.24336236378508,35.05657602269656,39.18678634108852
100,2395,117,74.24637038950361,34.98836756206333,39.258002827440286
100,2395,137,74.27437252582209,35.060845762117104,39.213526763704984
100,2395,161,73.94203477779084,35.35878921691275,38.58324556087809
100,2395,188,72.64102786534079,35.17856479738846,37.46246306795233
100,2395,221,71.85298334470201,35.00086995906319,36.85211338563883
100,2395,259,71.26822025476815,34.84068363278675,36.42753662198142
100,2395,303,70.93541857451002,34.766955309955826,36.168463264554205
100,2395,356,70.78217393097036,34.77109365761775,36.01108027335261
100,2395,417,70.72466103326907,34.84686842926927,35.877792603999794
100,2395,489,70.73402612262966,34.924567976983184,35.80945814564649
100,2395,573,70.77927240557095,34.9871296522882,35.79214275328275
100,2395,672,70.83753370820492,35.04589844047221,35.791635267732694
100,2395,788,70.87633783670144,35.10941199050203,35.766925846199406
100,2395,923,70.91809130582601,35.194378800577496,35.723712505248514
100,2395,1082,70.96736648948207,35.3036927881656,35.66367370131648
100,2395,1268,70.93990170512384,35.39852276014921,35.54137894497463
100,2395,1487,66.67933573541065,33.34820384921613,33.33113188619452
100,2395,1743,55.927125343507555,27.87679510452919,28.05033023897836
100,2395,2043,46.69154558365185,23.2876387647211,23.403906818930754
100,2395,2395,39.16621881582786,19.53572491717958,19.630493898648282
100,2395,2807,33.02037521573371,16.465836507193167,16.554538708540534
100,2395,3290,27.940363149933233,13.925627607534475,14.014735542398757
100,2395,3856,23.704420033450415,11.805875334889945,11.898544698560467
100,2395,4520,20.14367721307904,10.022388040491359,10.121289172587682
100,2395,5298,17.139420624268485,8.51762352870499,8.621797095563494
100,2395,6210,14.594594058145091,7.242490372005205,7.352103686139885
100,2395,7278,12.436094459279575,6.160493283166018,6.275601176113556
100,2395,8531,10.599501161862657,5.239486408176011,5.360014753686644
100,2395,10000,9.037187367328492,4.455705230172466,4.581482137156026
100,2807,100,72.9197605925242,34.88532815347799,38.03443243904621
100,2807,117,72.80398091180474,34.765358016198284,38.03862289560645
100,2807,137,72.56000143878035,34.56907936902817,37.99092206975218
100,2807,161,71.97619801513163,34.294705199410764,37.68149281572088
100,2807,188,71.39064394696862,34.50546200163589,36.88518194533274
100,2807,221,71.01890797631889,34.58774582125128,36.431162155067604
100,2807,259,70.75895647453878,34.629161538253534,36.12979493628524
100,2807,303,70.58784236140691,34.65851197686074,35.929330384546176
100,2807,356,70.4746644953564,34.68220810295562,35.79245639240078
100,2807,417,70.40033889613859,34.72171679710025,35.67862209903835
100,2807,489,70.34535876182657,34.80015126086176,35.545207500964814
100,2807,573,70.29931006131305,34.86590679013996,35.4334032711731
100,2807,672,70.25416250848768,34.916457564233745,35.337704944253936
100,2807,788,70.23441150959488,34.93636943683389,35.29804207276098
100,2807,923,70.27181525644052,34.98155421322628,35.29026104321425
100,2807,1082,70.32823737995865,35.06177126682889,35.26646611312977
100,2807,1268,70.29220405174969,35.118633273448346,35.17357077830134
100,2807,1487,65.15268487765715,32.53570027119183,32.61698460646532
100,2807,1743,54.88717178146497,27.386730391690598,27.500441389774373
100,2807,2043,46.06023806210329,22.992698616949998,23.067539445153287
100,2807,2395,38.761984575971674,19.35047423629271,19.411510339678966
100,2807,2807,32.74940811073997,16.345912096900495,16.40349601383948
100,2807,3290,27.753165963859075,13.847477424610675,13.9056885392484
100,2807,3856,23.572524624724227,11.755921636966457,11.816602987757774
100,2807,4520,20.04947202925791,9.992662986805076,10.056809042452835
100,2807,5298,17.07096659431008,8.501148601487392,8.569817992822689
100,2807,6210,14.543478369929709,7.2354652644044695,7.308013105525239
100,2807,7278,12.396070799968225,6.159892557937372,6.236178242030853
100,2807,8531,10.566002135166212,5.243046816139542,5.322955319026669
100,2807,10000,9.006870706852476,4.461741997497517,4.545128709354958
100,3290,100,72.50845373044712,34.85279251249086,37.65566121795625
100,3290,117,72.413602211733,34.75427643049322,37.659325781239765
100,3290,137,72.21995324435336,34.598563941045846,37.62138930330751
100,3290,161,71.64465273913618,34.214124074051426,37.43052866508475
100,3290,188,71.0859557493297,34.411827255226065,36.674128494103634
100,3290,221,70.73666146086615,34.497385734718286,36.23927572614786
100,3290,259,70.48110692191305,34.54185454470578,35.93925237720727
100,3290,303,70.30973961886207,34.57285965097828,35.73687996788379
100,3290,356,70.19417385946764,34.595640482100585,35.598533377367055
100,3290,417,70.1151543465633,34.60729736137798,35.50785698518532
100,3290,489,70.0512149255527,34.67078839194799,35.38042653360471
100,3290,573,69.99465429901761,34.72665065063197,35.268003648385644
100,3290,672,69.93726259156624,34.76929962503382,35.167962966532414
