stiffness,tip_point_dy
500,0.1729198856328035
1000,0.16218843343185974
2000,0.07794507257410777
3000,0.05088292005757479
4000,0.0386113509298065
5000,0.031415351905999846
6000,0.026654880912162105
7000,0.023263377969322232
8000,0.020720981477908337
9000,0.018742594132240446
10000,0.017158371312109566
11000,0.0158606660691803
12000,0.014777876498394217
13000,0.013860490929675555
14000,0.013073161574149537
15000,0.012389968006406437
