stiffness,tip_point_dy
500,0.11359862945465093
1000,0.04916233637085949
2000,0.02470081788396988
3000,0.016790429536473285
4000,0.012848917920618094
5000,0.010483175926312361
6000,0.00890383662053989
7000,0.007773828942716807
8000,0.006924836863616203
9000,0.0062633755969529695
10000,0.005733338398359891
11000,0.005299000033760793
12000,0.004936525494243837
13000,0.004629399310320785
14000,0.004365813799912193
15000,0.004137101728501229
